"Longitude","Latitude","Prediction","Method"
-67.144107,18.216038,0.680252437404262,"DRF"
-158.088613,21.323745,0.675706864857956,"DRF"
-80.111152,26.087567,0.349753068431771,"DRF"
-97.712684,26.200335,0.505470435181767,"DRF"
-81.710959,26.270083,0.256226697561511,"DRF"
-80.219619,26.687606,0.6443582562668,"DRF"
-80.240689,27.172458,0.218579240213319,"DRF"
-82.54593,27.633089,0.428061177653572,"DRF"
-82.000084,27.939746,0.156367265082848,"DRF"
-80.628611,28.053611,0.127234008322164,"DRF"
-81.3625,28.596389,0.155889611856527,"DRF"
-81.310556,28.746111,0.0813985244770839,"DRF"
-82.100646,29.170533,0.0820759104279666,"DRF"
-94.861289,29.254474,0.0641079369554474,"DRF"
-103.17781,29.30265,0.00801341482405152,"DRF"
-98.564936,29.632058,0.115115320933701,"DRF"
-95.128508,29.670025,0.406649859189368,"DRF"
-95.635833,29.723333,0.408615012296734,"DRF"
-93.894081,29.727931,0.282777378526519,"DRF"
-95.220582,29.767997,0.393205588781496,"DRF"
-95.125495,29.802707,0.537920573467799,"DRF"
-95.284096,29.828086,0.577046480890751,"DRF"
-94.317802,29.863957,0.498200262337581,"DRF"
-94.000556,29.9425,0.631210993404661,"DRF"
-91.869595,30.088872,0.153934219079758,"DRF"
-82.619167,30.178056,0.0878619071610186,"DRF"
-82.441111,30.201111,0.235741624394147,"DRF"
-91.315418,30.221255,0.156634200846646,"DRF"
-90.965628,30.229653,0.399431646552187,"DRF"
-89.395916,30.300833,0.178848329916539,"DRF"
-97.761803,30.354944,0.275675484054682,"DRF"
-87.880258,30.497478,0.431602585455069,"DRF"
-106.323578,31.785769,0.128827853576541,"DRF"
-106.683324,31.787885,0.0120729773094397,"DRF"
-106.584434,31.796218,0.021592693072251,"DRF"
-106.631103,31.930659,0.00724459275238386,"DRF"
-84.08101,31.954286,0.309496293087518,"DRF"
-96.399141,32.031934,0.0788088174892256,"DRF"
-110.774357,32.04767,0.00570645719285161,"DRF"
-104.443447,32.178157,0.00334032132828898,"DRF"
-110.9823,32.29515,0.00429659002017609,"DRF"
-106.768337,32.317593,0.00754704074335444,"DRF"
-90.182722,32.329111,0.115773748266364,"DRF"
-95.415754,32.344027,0.0602038990975604,"DRF"
-104.262726,32.380118,0.00331160496567437,"DRF"
-86.263394,32.412811,0.245350622440642,"DRF"
-92.046196,32.509959,0.235038543918178,"DRF"
-115.48307,32.67618,0.00502232200924028,"DRF"
-115.56306,32.79222,0.297364962195026,"DRF"
-96.860117,32.820061,0.305768950068535,"DRF"
-97.905931,32.868773,0.391989398719951,"DRF"
-96.808498,32.919206,0.17907756544167,"DRF"
-96.459211,32.936523,0.524956393240755,"DRF"
-97.477175,32.987891,0.0731823473656192,"DRF"
-115.62361,33.0325,0.215220754161565,"DRF"
-80.030712,33.183016,0.228501837451969,"DRF"
-115.54528,33.213611,0.00815607345325774,"DRF"
-97.196284,33.219069,0.0517180425668037,"DRF"
-112.160597,33.290229,0.00414016103534345,"DRF"
-117.09023,33.362593,0.637469759206728,"DRF"
-112.07526,33.40314,0.0212520936934486,"DRF"
-111.86536,33.41018,0.00256930737091693,"DRF"
-111.93471,33.41123,0.00290289064292205,"DRF"
-111.5436,33.4214,0.00288701762704903,"DRF"
-112.095767,33.503833,0.00267536797697753,"DRF"
-111.60972,33.54558,0.00643360905424098,"DRF"
-112.06619,33.56031,0.00267070597231553,"DRF"
-82.131249,33.582044,0.227954187095507,"DRF"
-112.34185,33.63718,0.00274346204527878,"DRF"
-84.2905,33.6878,0.177892795267455,"DRF"
-111.85575,33.70639,0.00261476191637147,"DRF"
-90.734175,33.750838,0.104571227296008,"DRF"
-80.781135,33.81468,0.53874178207088,"DRF"
-118.205,33.901389,0.15788308448345,"DRF"
-116.85841,33.92086,0.00267047807638507,"DRF"
-111.79871,33.9828,0.00327699769807578,"DRF"
-89.799183,34.002747,0.288677692517439,"DRF"
-84.607423,34.015436,0.114024012232863,"DRF"
-117.7514,34.06703,0.00284464637384104,"DRF"
-117.49201,34.10002,0.00267047807638507,"DRF"
