"Longitude","Latitude","Prediction","Method"
-67.144107,18.216038,1,"MARS"
-158.088613,21.323745,1,"MARS"
-80.111152,26.087567,0.238381637518506,"MARS"
-97.712684,26.200335,0.513530199131427,"MARS"
-81.710959,26.270083,0.0870379889046717,"MARS"
-80.219619,26.687606,0.794157871456865,"MARS"
-80.240689,27.172458,0.0340413009696981,"MARS"
-82.54593,27.633089,0.301362100803275,"MARS"
-82.000084,27.939746,0,"MARS"
-80.628611,28.053611,0,"MARS"
-81.3625,28.596389,0.0713965513634691,"MARS"
-81.310556,28.746111,0.0660537793823178,"MARS"
-82.100646,29.170533,0.165558044815964,"MARS"
-94.861289,29.254474,0.0983935990596374,"MARS"
-103.17781,29.30265,0.0783939581132747,"MARS"
-98.564936,29.632058,0.24431638541775,"MARS"
-95.128508,29.670025,0.632413104056614,"MARS"
-95.635833,29.723333,0.648327379614514,"MARS"
-93.894081,29.727931,0.416251545420346,"MARS"
-95.220582,29.767997,0.595170304392703,"MARS"
-95.125495,29.802707,0.913323919637742,"MARS"
-95.284096,29.828086,0.97630099370651,"MARS"
-94.317802,29.863957,0.870858223783139,"MARS"
-94.000556,29.9425,1,"MARS"
-91.869595,30.088872,0.491323188125484,"MARS"
-82.619167,30.178056,0.254723575420619,"MARS"
-82.441111,30.201111,0.388235839168498,"MARS"
-91.315418,30.221255,0.488853037578399,"MARS"
-90.965628,30.229653,0.707268239477164,"MARS"
-89.395916,30.300833,0.32678817523601,"MARS"
-97.761803,30.354944,0.350932026094824,"MARS"
-87.880258,30.497478,0.614088557786619,"MARS"
-106.323578,31.785769,0.151830134437486,"MARS"
-106.683324,31.787885,0.075593181545209,"MARS"
-106.584434,31.796218,0.0817760855433456,"MARS"
-106.631103,31.930659,0.101102478658092,"MARS"
-84.08101,31.954286,0.247725782786724,"MARS"
-96.399141,32.031934,0.0634157863582004,"MARS"
-110.774357,32.04767,0.193721355892521,"MARS"
-104.443447,32.178157,0,"MARS"
-110.9823,32.29515,0.0664023709764205,"MARS"
-106.768337,32.317593,0.0731543947488966,"MARS"
-90.182722,32.329111,0.146350527875602,"MARS"
-95.415754,32.344027,0.0493128275113951,"MARS"
-104.262726,32.380118,0.0640366572060098,"MARS"
-86.263394,32.412811,0.445313552980453,"MARS"
-92.046196,32.509959,0.212368980844958,"MARS"
-115.48307,32.67618,0.265677293681754,"MARS"
-115.56306,32.79222,0.224797115887707,"MARS"
-96.860117,32.820061,0.229284069789551,"MARS"
-97.905931,32.868773,0.430778643472712,"MARS"
-96.808498,32.919206,0.0906386875865015,"MARS"
-96.459211,32.936523,0.688774774848571,"MARS"
-97.477175,32.987891,0.036185974482801,"MARS"
-115.62361,33.0325,0.261139470354642,"MARS"
-80.030712,33.183016,0.218162687435725,"MARS"
-115.54528,33.213611,0.29079188770271,"MARS"
-97.196284,33.219069,0.0361648462642862,"MARS"
-112.160597,33.290229,0.0162205355106441,"MARS"
-117.09023,33.362593,0.743943597388604,"MARS"
-112.07526,33.40314,0.0466879619502017,"MARS"
-111.86536,33.41018,0.019254059209249,"MARS"
-111.93471,33.41123,0.0308581330969834,"MARS"
-111.5436,33.4214,0.0282585668976341,"MARS"
-112.095767,33.503833,0.0407722011767396,"MARS"
-111.60972,33.54558,0.0350340923450742,"MARS"
-112.06619,33.56031,0.02912935973911,"MARS"
-82.131249,33.582044,0.208209362550873,"MARS"
-112.34185,33.63718,0.0292308560555141,"MARS"
-84.2905,33.6878,0.11113536805592,"MARS"
-111.85575,33.70639,0.0192962685018745,"MARS"
-90.734175,33.750838,0.138641906971433,"MARS"
-80.781135,33.81468,0.894091223395206,"MARS"
-118.205,33.901389,0.188317256763207,"MARS"
-116.85841,33.92086,0.0168657348983194,"MARS"
-111.79871,33.9828,0,"MARS"
-89.799183,34.002747,0.230564053128669,"MARS"
-84.607423,34.015436,0.121989863162704,"MARS"
-117.7514,34.06703,0.0321017951130154,"MARS"
-117.49201,34.10002,0.00627551568651122,"MARS"
-118.1272,34.1326,0.186213314840868,"MARS"
-117.27235,34.2431,0,"MARS"
-84.059506,34.376227,0.104834588257916,"MARS"
-119.691218,34.427775,0.703439310844121,"MARS"
-85.408847,34.474526,0.215199887533536,"MARS"
-86.967536,34.530717,0.116226757615419,"MARS"
-112.463213,34.612055,0.0782346751764827,"MARS"
-86.756174,34.772727,0.170353972506795,"MARS"
-84.626423,34.785219,0,"MARS"
-89.98778,34.82056,0.0536381915777153,"MARS"
-97.522753,34.984686,0.00209170687800232,"MARS"
-78.991692,35.002304,0.0866387575544122,"MARS"
-120.50103,35.03146,0.479923571276279,"MARS"
-119.40262,35.051454,0.0447180994736119,"MARS"
